"Probe Name","liver conv 1","liver conv 2","liver conv 3","liver conv 4","liver cef 1","liver cef 2","liver cef 3","liver cef 4","liver cdi 1","liver cdi 2","liver cdi 3","liver cdi 4","ileum conv 1","ileum conv 2","ileum conv 3","ileum conv 4","ileum cef 1","ileum cef 2","ileum cef 3","ileum cef 4","ileum cdi 1","ileum cdi 2","ileum cdi 3","ileum cdi 4","cecum conv 1","cecum conv 2","cecum conv 3","cecum conv 4","cecum cef 1","cecum cef 2","cecum cef 3","cecum cef 4","cecum cdi 1","cecum cdi 2","cecum cdi 3","cecum cdi 4"
"Kdm3b",41.98,31.13,55.03,39.82,42.61,78.24,36.92,47.23,57.64,46.98,43.5,20.97,3.16,2.89,1.48,14.6,3.4,3.34,11.31,1.11,1.01,1,1.56,1.05,4.81,4.7,5.96,4.95,4.17,1.81,4.41,6.13,1.08,4.1,1,4.98
"Kdm5d",386.36,392.37,391.29,406.69,418.04,497.98,461.49,500.16,355.31,468.93,437.5,393.29,382.96,418.32,422.92,498.66,295.04,427.46,366.73,354.38,498.72,558.82,476.94,395.28,586.34,577.38,512.93,622.14,521.78,497.92,495.34,489.73,367.12,404.22,387.63,385.75
"Kdr",720.79,579.01,716.02,606.31,635.75,624.74,566.23,679.84,697.75,691.37,738.38,502.09,100.88,120.36,122.95,116.9,74.61,167.24,161.83,149.83,156.14,112.27,152.31,145.32,147.4,202.43,189.58,154.34,78.68,85.97,137.21,91.33,118.11,114.22,134.26,140.3
"Kif3a",51.94,57.22,43.5,32.63,40.39,61.62,50.02,28.52,46.45,40.1,60.22,49.98,53.53,50.56,58.49,60.27,39.49,61.63,48.21,42.01,58.83,63.97,59.83,43.87,83.66,96.38,65.97,84.31,53.32,56.79,59.38,74.78,35.81,46.57,38.59,31.93
"Kir3dl1/2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,7.69,2.42,1.01,3.74,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Klf5",1.99,2.01,1.92,2.06,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,7269.75,7454.23,5954.53,8480.19,8759.29,8257.6,8489.04,8037.97,8553.46,7797.46,8858.9,9179.57,5245.79,7507.8,7265.76,8350.63,7492.41,5333.38,6055.6,6326.6,5397.59,4711.72,5091.77,4988.44
"Klkb1",6784.27,6057.81,6557.28,6226.27,6731.5,7049.68,6341.84,6777.55,7264.46,7474.67,7462.64,4672.63,50.51,39.49,31.22,50.22,8.28,6.72,27.82,43.12,37.55,49.39,16.36,25.04,1,1,9.54,4.95,8.93,1,1,1,3.22,3.05,2.32,2.64
"Klrb1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,9.54,1,1,1,1,1,1,2,1,1
"Klrd1",8.14,3.03,1.92,14.64,7.07,2.08,3.26,1.87,2.24,12.58,7.69,4.04,41.45,52.26,82.46,84.93,26.81,28.68,17.14,37.56,20.32,40.27,45.03,45.96,210.48,87.49,95.53,135.67,31.92,113.11,63.19,63.14,27.8,45.52,58.57,44.23
"Klrk1",20.09,7.05,33.89,20.04,18.18,22.14,8.87,32.26,19.59,10.29,29.18,6.46,24.32,19.91,15.52,22.82,3.4,6.72,7.42,8.66,17.28,6.56,17.28,14.58,56.06,25.22,14.91,41.36,26.37,23.53,18.01,11.65,18.18,16.68,27.03,23.72
"Kmt2d",161.42,131.47,124.2,176.5,93.71,153.05,128.57,137.07,198.64,154.76,139.02,127.35,369.87,403.84,378.29,338.83,274.56,417.32,698.85,730.11,415.61,422.12,365.95,779.12,414.83,269.49,416.2,362.57,230.08,225.77,348.39,477.47,148.03,173.48,172.11,173.11
"Kng1",16687.7,15191.15,17655.69,16263.06,20107.04,19928.65,19037.71,19789,20512.02,25049.79,22604.18,22121.2,15.25,1,3.13,10.95,5.35,2.49,3.54,19.77,12.21,21.14,8.96,10.4,5.46,1,1,1.21,8.93,1,6.58,1,1,5.14,1,1
"Kng2",5812.84,5672.49,6324.78,6359.35,7777.81,7481.88,7415.41,7282.89,8757.29,10494.82,9511.44,8710.19,1.01,2.89,1,1,1,6.72,1,1.11,1.01,1,1,1.05,1,2.64,1,7.75,2.59,1,1,1,3.22,3.05,1.79,1
"Kras",266.92,308.08,266.39,219.66,315.86,300.58,283.81,260.6,355.31,285.47,267.96,257.9,276.18,465.99,471.67,557.12,312.6,500.12,313.32,409.96,466.28,550.62,522.26,465.35,559.39,718.33,460.09,579.19,469.46,361.5,366.89,316.27,369.25,377.47,396.57,450.78
"LDLR",2607.92,2712.33,2349.26,2674.46,2841.68,2486.56,2569.36,2433.54,2121.21,2092.52,2357.36,2859.35,955.18,1183.63,826.18,1438.47,3072.89,1825.7,1610.72,1162.53,1570.05,1927.62,2483.87,2388.72,854.43,1247.23,1181.14,1057.26,2210.14,1004.2,1607.28,1509.64,1590.27,1511.25,1211.87,978.59
"Lag3",36.01,29.12,41.58,45.22,33.73,32.53,25.7,9.8,35.26,60.74,29.18,6.46,13.24,19.06,46.1,25.56,27.79,23.62,18.11,8.66,12.21,12.02,22.83,15.63,61.32,14.28,20.29,16.15,18.44,19.46,12.03,15.33,10.7,17.21,16.51,13.18
"Lama3",18.1,3.03,22.36,16.44,2.22,5.51,3.26,15.42,2.24,2.29,12.46,2.42,1498.19,1067,874.11,733.39,611.06,379.3,529.88,820.15,425.74,675.47,546.3,734.14,372.12,145.64,195.85,219.71,562.2,292.28,175.85,329.76,176.88,101.11,645.2,258.63
"Lamc1",171.37,139.5,181.85,190.89,158.13,180.06,201.51,234.4,182.97,191.45,222.59,185.37,319.5,391.93,323.75,400.94,381.85,672.47,561.92,521.12,472.37,384.75,521.33,518.69,628.39,636.23,898.99,610.01,473.43,425.3,1049.95,1022.98,392.23,503.33,644.68,508.77
"Lamtor2",2090.35,2186.53,2178.25,2050.42,2250.77,1977.46,2141.06,2049.86,2089.87,2177.37,2089.92,1984.14,1516.32,1450.93,1542.63,1436.65,1247,1288.37,1559.25,1945.12,1379.5,1421.84,1375.9,1495.54,1431.36,1847.97,1934.44,1821.99,1263.71,1460.26,1495.16,1769.52,936.75,943.31,954.82,1066.46
"Lamtor4",12.12,2.01,3.15,1.8,2.22,2.08,7,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1.28,1,1,1,1,1,1,1,1,1,1
"Lats1",573.48,482.68,556.53,530.78,564.66,618.5,530.69,543.21,646.27,585.88,537.79,543.19,671.09,878.86,830.31,870.39,611.06,825.39,964.93,1130.29,860.56,916.06,910.69,1088.7,645.47,693.7,595.34,781.81,716.77,634.33,699.98,796.81,551.47,516.97,493.81,508.19
"Lats2",458.03,362.27,358.62,442.66,335.85,408.63,425.95,361.67,505.27,498.74,396.91,431.98,443.41,495.78,423.74,520.58,504.74,514.48,381.3,516.67,470.34,509.61,637.86,643.15,747.32,619.12,719.84,671.63,444.89,467.38,506.22,582.9,208.41,241.13,328.23,311.36
"Ldlrap1",639.17,583.02,556.53,627.89,609.09,574.86,519.47,646.15,617.17,599.64,738.38,581.88,193.57,192.72,196.5,182.65,241.39,226.38,184.17,217.64,175.39,157.83,238.32,238.4,219.68,216.8,239.74,186.09,161.91,162.66,170.41,219.43,186.5,192.88,245.7,182.48
"Lep",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,8.2,47.15,4.78,1,19.01,26.15,1,1.11,11.2,1,23.76,1.05,1,1,1,1,9.72,1,1,1,1,1,1,1
"Lepr",103.69,65.25,81.93,93.77,62.61,94.86,91.16,137.07,165.07,145.59,93.65,86.25,122.04,249.76,188.23,248.41,103.87,212.02,113.27,89.81,198.7,213.43,215.2,75.24,337.95,357.07,365.14,253.32,267.34,124.65,241.71,107.27,108.49,195.5,155.29,129.17
"Lgals3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,60.59,35.24,47.75,20.08,43.39,25.31,21.99,84.25,8.16,30.25,23.76,55.37,83,229.8,147.48,148.74,96.12,100.9,135.58,141.59,98.87,146.73,91.16,101.05
"Lgmn",553.58,476.66,518.1,606.31,518.01,470.97,577.45,590,630.6,643.21,752.7,809.14,421.25,465.99,453.49,453,454.02,429.15,414.32,583.37,469.32,405.71,576.82,489.41,483.83,434.38,397.39,384.04,326.78,302.46,329.88,370.82,404.52,365.41,373.44,359.98
"Lipa",4749.84,4765.38,4801.06,4676.06,5685.18,4537.47,3921.62,4580.28,5641.8,5080.56,4919.55,2980.24,957.2,689.88,1264.15,795.49,634.47,524.62,507.54,1556.05,554.46,733.79,711.85,701.72,771.64,920.18,848.83,896.66,662.87,810.78,849.11,850.13,475.06,431.49,552.69,555.64
"Lipc",2345.15,2192.55,2233.98,2446.06,2508.46,2403.44,2255.15,2298.78,2756.84,2615.37,2137.67,1667.42,1.01,1,1,1,2.43,1,1,1.11,1.01,7.47,1,1.05,2.84,1,1,1,1,1.81,2.23,4.91,12.3,1.47,2.85,4.98
"Lipg",177.35,109.4,135.73,201.68,138.14,161.36,255.75,152.04,140.45,214.39,107.98,214.38,53.53,82.06,118.82,105.94,135.08,103.88,215.24,266.56,151.07,148.72,98.67,129.63,331.38,666.33,638.33,596,316.48,482.98,595.48,593.32,527.43,606.64,443.88,535.72
"Lox",1.99,2.01,1.92,5.65,2.22,2.08,1.87,30.39,2.24,2.29,2.39,2.42,44.47,78.65,40.31,69.4,53.15,128.38,43.36,26.44,66.94,49.39,118.09,77.34,123.08,125.12,129.57,105.79,75.51,149.08,283.07,256.82,98.87,144.64,229.41,109.25
"Loxl1",97.72,21.1,68.48,97.37,51.5,53.31,14.48,107.13,82.26,60.74,72.16,6.46,206.66,215.71,200.63,235.63,297.97,330.3,86.08,78.69,213.91,188.82,289.19,116.03,435.86,495.28,650.87,377.51,336.3,309.93,468.13,234.76,229.25,245.85,381.32,260.39
"Loxl2",30.04,21.1,49.27,11.05,49.28,22.14,21.96,71.57,37.5,44.69,36.34,16.13,208.68,219.97,153.52,224.67,228.71,339.59,185.14,177.63,246.34,264.46,270.69,243.63,240.7,355.7,312.29,257.99,258.62,218.31,622.7,324.24,208.95,241.13,400.25,291.44
"Loxl4",45.96,87.32,45.42,43.42,93.71,26.29,59.37,92.15,57.64,28.64,84.1,54.82,10.22,17.36,14.7,23.74,16.08,37.13,11.31,17.55,17.28,31.16,22.83,22.95,33.72,48.49,53.43,28.29,17.65,30.32,71.35,57.62,23.52,26.12,44.37,37.2
"Lpar5",1.99,2.01,1.92,1.8,2.22,5.51,1.87,1.87,2.24,2.29,2.39,2.42,850.41,704.35,792.3,742.52,548.64,440.13,743.52,1140.3,666.97,863.2,584.22,833.5,194.05,353.65,285.42,248.65,390.99,274.64,266.2,294.21,348.95,336.05,301.42,280.89
"Lpcat1",45.96,55.21,28.13,54.21,40.39,42.92,66.85,13.55,82.26,60.74,69.77,23.39,54.54,64.18,71.72,53.88,67.78,56.56,64.72,50.9,76.06,55.77,65.38,58.51,238.73,121.01,142.11,141.27,55.7,136.87,79.52,89.49,63.6,73.84,108.5,84.65
"Lpl",306.74,171.61,268.31,212.47,227,200.84,270.72,475.83,165.07,331.34,299.01,214.38,133.12,310.2,133.69,164.39,377.95,457.87,95.79,39.78,433.85,53.03,775.67,27.13,185.51,277.01,174.35,231.84,303.01,179.62,211.23,165.5,128.26,176.1,152.66,138.54
"Lrp1",5364.95,4468.36,4960.54,5132.85,4816.58,6318.25,5002.68,4829.2,5538.85,6977.04,6755.83,6314.25,1889.07,1957.45,1506.27,2011.13,1722.98,2063.95,1985.56,2432.01,2144.74,1944.94,2058.44,2607.3,1056.16,1148.7,1810.83,1317.77,1241.51,790.42,1466.86,1509.64,780.18,737.74,590.01,744.27
"Lrp2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,4.17,2.89,1,1,5.35,1,1,1.11,1.01,1,3.41,1.05,4.81,7.43,13.12,1,1,1.81,1.69,3.68,1,1,1.79,1
"Lrp6",784.49,659.29,742.92,777.16,831.24,822.14,781.32,807.11,1091.66,1007.83,893.59,664.08,668.07,870.35,808.82,844.81,588.63,898.89,914.43,951.32,928.47,953.42,918.09,1026.99,909.63,1093.97,1014.54,1089.94,758.78,711.69,824.62,826.23,558.95,568.36,554.26,629.45
"Lrrc32",77.81,43.17,62.72,61.4,71.49,65.77,42.53,56.59,71.07,51.57,55.44,47.56,43.46,76.1,58.49,61.18,36.57,70.08,107.45,103.15,49.71,63.97,43.18,85.7,46.2,53.28,71.34,48.83,31.92,33.71,61.01,95.01,29.94,38.18,25.97,21.38
"Lta",1.99,2.01,1.92,1.8,2.22,2.08,1.87,4.19,2.24,8,17.24,2.42,1.01,2.89,12.22,1,6.33,10.1,1,1.11,6.13,2.91,14.51,1.05,141.48,7.43,4.16,13.35,1,43.89,2.77,20.23,1,1,20.72,7.32
"Ltb",8.14,7.05,3.15,5.65,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,48.5,79.5,178.32,22.82,38.52,13.48,11.31,7.55,87.21,12.02,142.14,7.26,975.99,11.54,99.11,149.68,23.99,398.15,34.89,150.78,32.07,27.69,243.07,136.79
"Lyn",336.6,292.02,291.37,271.81,311.41,350.45,293.16,303.65,391.12,319.87,365.87,296.59,389.01,350.21,433.66,300.47,232.62,292.28,370.62,505.56,415.61,468.6,353.01,453.85,541,205.86,203.01,243.05,171.42,301.78,192.73,264.18,167.8,158.8,244.65,191.27
"Maf",95.73,121.44,70.4,95.57,98.15,109.41,108,79.05,144.93,99.72,110.36,98.33,468.6,595.38,510.51,659.41,477.43,425.77,710.5,979.11,724.74,752.02,633.24,1003.98,54.09,41.64,27.45,26.42,253.07,21.49,49.58,52.72,20.85,13.53,15.99,20.8
"Maml1",332.62,290.02,279.84,345.55,373.61,379.54,367.97,380.38,391.12,345.1,337.21,301.42,346.7,328.93,289.05,359.84,353.56,335.37,365.76,397.73,314.25,326.43,391.85,444.44,366.87,305.75,367.83,361.63,278.43,322.14,295.59,403.92,239.4,237.98,265.68,210.01
"Maml2",53.93,35.14,30.05,54.21,42.61,57.46,36.92,22.9,35.26,33.22,57.83,40.31,45.48,111,76.67,97.72,42.42,122.46,53.07,37.56,69.98,64.88,93.12,71.06,176.31,93.64,103.59,88.98,75.51,87.33,111.63,79.69,39.02,52.34,74.86,55.36
"Maml3",79.8,41.16,62.72,104.56,78.16,92.79,83.68,73.44,26.3,63.03,88.87,64.49,166.37,193.58,184.1,263.94,180.92,260.18,156.97,153.17,192.62,213.43,238.32,199.7,289.99,274.96,317.67,301.87,209.47,195.23,250.96,210.24,204.67,198.65,171.06,221.14
"Map1lc3a",247.02,267.94,231.8,226.85,229.22,213.31,242.66,223.17,225.5,214.39,210.66,175.7,158.31,182.51,113.03,121.46,215.06,239.9,373.53,336.59,238.23,182.44,191.16,302.2,139.51,205.17,323.04,314.01,181.73,168.09,224.84,414.34,136.27,92.2,136.89,139.71
"Map2k1",541.63,548.91,543.08,575.74,518.01,527.07,528.82,528.24,635.08,556.07,506.75,506.93,1049.88,1006.56,947.65,902.35,1059.73,810.18,806.64,1004.68,1028.81,1112.9,1021.68,1012.35,1604.17,2239.34,1845.76,2159.06,1236.76,1701.86,1694.91,1783.61,1479.12,1255.86,1334.35,1497.62
"Map3k1",115.64,101.37,133.81,158.51,127.03,117.72,93.03,163.27,129.26,129.54,115.14,137.02,285.24,371.5,360.11,305.95,319.42,348.89,461.9,532.24,404.46,352.86,382.6,459.08,418.78,181.22,247.8,233.71,270.51,242.74,179.12,295.43,161.39,121.04,188.4,162.56
"Mapk1",1749.95,1700.86,1670.99,1633.19,1802.03,1688.63,1641.67,1668.05,1872.77,1851.73,1784.27,1648.08,3231.97,3286.31,2748.28,3494.36,1904.4,2135.76,2830.42,2813.3,3399.52,3402.15,2328.5,2869.82,2033.91,2599.24,2267.65,2371.02,2090.45,1752.08,1895.2,1984.65,1669.35,1693.74,1584.56,1744.83
"Mapk10",30.04,59.23,35.82,20.04,60.38,36.68,57.5,37.88,66.59,60.74,69.77,59.65,57.56,52.26,41.97,48.4,46.32,62.48,43.36,48.68,58.83,43.92,60.75,44.91,39.63,55.33,65.97,60.97,40.64,16.74,23.46,24.52,17.65,19.3,17.56,25.48
"Mapk11",2.17,2.01,1.92,7.45,2.22,2.08,1.87,1.87,2.24,12.58,5.3,18.55,1.15,3.74,7.26,1,1,1,1,1.11,3.09,2,7.11,1.05,82.34,7.43,17.6,6.82,1.8,20.82,12.57,19.01,13.9,7.77,20.72,24.31
"Mapk8",537.65,570.98,577.67,563.15,593.54,558.24,583.06,546.95,675.37,613.4,478.1,535.94,673.1,780.97,979.88,802.8,446.22,506.87,744.49,1261.47,712.58,794.85,629.54,906.71,352.41,531.54,402.76,483.95,565.38,419.87,440.91,513.64,459.03,391.63,387.1,449.61
"Mapk9",726.76,733.54,704.49,707.02,675.74,693.31,633.56,692.94,776.08,689.08,740.76,528.69,343.67,378.31,382.42,398.2,279.43,360.71,292.93,365.49,303.1,365.62,366.88,266.64,464.12,520.59,477.1,472.75,322.03,362.18,358.73,331.6,265.59,300.91,305.1,327.76
"Marco",191.28,115.42,131.89,223.26,120.36,94.86,366.1,137.07,203.12,168.52,279.9,402.97,13.24,11.4,12.22,14.6,8.28,12.63,4.51,11.99,19.31,8.38,49.65,26.09,15.98,2.64,14.02,8.68,13.69,8.6,8.22,1.23,9.63,3.05,8.63,10.84
"Masp1",1839.53,1777.12,1818.94,1838.21,1868.67,2100.06,1946.54,1952.54,1904.11,2108.57,2302.44,2063.93,1.01,1,1,1,1,12.63,1,1.11,1.01,1,1,1.05,11.38,6.75,22.97,3.08,7.34,1,13.12,9.81,1,6.72,6,1
"Mbtps2",41.98,29.12,24.29,41.62,31.51,57.46,51.89,47.23,44.21,53.86,45.89,18.55,35.4,52.26,60.15,59.36,37.54,54.03,63.75,48.68,47.68,50.3,65.38,78.38,84.97,99.8,76.72,88.05,58.07,79.18,74.62,82.75,70.01,69.12,66.45,68.83
"Mecp2",65.87,71.27,93.46,61.4,113.7,92.79,96.77,99.64,122.54,97.43,79.32,54.82,119.02,101.64,109.73,96.8,98.01,133.45,175.43,164.29,116.61,116.83,100.52,122.31,152.65,162.75,164.5,155.28,116.73,102.93,111.08,156.3,67.88,75.94,82.75,89.34
"Mef2a",322.66,320.12,304.82,322.17,271.43,313.05,315.6,322.36,339.64,315.29,344.38,240.98,210.69,345.96,317.14,336.09,243.34,315.09,242.43,286.57,354.79,341.01,377.05,293.83,391.18,342.7,332,350.43,298.25,284.14,281.99,291.14,182.23,201.27,255.16,224.66
"Mefv",43.97,9.05,12.76,16.44,35.95,47.07,20.09,17.29,37.5,42.39,7.69,8.88,22.3,19.91,26.27,44.74,17.06,19.39,16.16,32,35.52,18.4,26.53,19.81,46.86,14.96,20.29,11.48,8.93,8.6,6.58,12.88,6.42,11.96,7.58,8.49
"Met",1146.79,1076.72,1252.11,1180,1306.64,1345.77,1245.16,1112.18,1711.63,1567.38,1380.72,973.54,363.82,397.89,375.81,442.95,360.39,435.06,384.21,505.56,437.9,507.78,427,604.46,305.76,435.07,350.81,380.31,437.76,371.68,444.72,420.47,560.02,458.76,429.16,492.96
"Mfap3",143.51,113.41,95.38,131.54,58.16,69.93,115.48,90.28,102.4,97.43,93.65,74.16,211.7,222.52,179.14,223.75,126.3,183.29,164.74,195.41,210.87,237.12,173.58,263.5,197.34,203.12,157.33,173.02,153.19,134.83,149.18,145.88,101.54,116.32,117.97,112.18
"Mki67",14.11,2.01,1.92,1.8,2.22,3.44,14.48,19.16,6.16,2.29,74.55,2.42,455.5,1261.94,1329.43,1389.15,571.07,1323.01,1258.21,1110.28,1114.96,1117.46,1179.83,1352.26,1639,1360.81,749.4,1246.81,1116.27,780.92,1039.07,925.52,1621.26,2171.48,1272.32,1598.37
"Mlxipl",2440.7,2120.3,2143.67,3163.62,2712.83,2534.35,2006.39,2572.04,2638.22,2149.85,2271.39,1437.74,1005.55,838,938.56,1049.4,501.82,857.49,884.33,1110.28,812.92,832.21,841.33,914.03,142.8,130.59,153.75,164.62,364.04,109.72,122.51,147.11,79.63,91.15,85.37,82.89
"Mmp10",43.97,17.08,18.52,11.05,13.73,17.98,12.61,43.49,15.11,17.17,45.89,28.22,169.39,175.7,163.44,164.39,91.19,152.03,127.84,124.27,148.03,187.91,131.04,100.34,1,4.01,1.48,6.82,24.78,1,4.95,1,78.03,99.54,110.08,76.45
"Mmp11",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,6.38,1,5.87,1,1.11,3.09,6.56,1,5.17,6.78,10.17,22.97,10.55,1.8,1,8.22,10.43,4.82,5.67,2.32,1
"Mmp12",1.99,2.01,1.92,1.8,2.22,2.08,8.87,36,3.92,2.29,17.24,18.55,4.17,15.66,13.04,18.26,14.13,6.72,8.4,18.66,8.16,16.58,14.51,11.45,23.86,6.06,11.33,2.15,8.14,9.28,15.29,9.2,58.79,38.71,54.36,70
"Mmp13",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,83.76,106.74,128.73,104.11,59.98,111.48,100.65,84.25,116.61,125.03,120.87,84.66,27.15,47.8,28.35,27.36,28.75,3.85,12.57,1,71.08,61.26,49.63,57.7
"Mmp14",223.13,187.67,166.48,183.69,191.45,169.67,216.48,193.22,221.02,246.49,186.78,330.43,150.25,159.52,208.06,142.47,146.78,204.41,225.92,285.45,201.75,149.63,195.78,232.12,268.3,260.59,280.94,258.92,132.58,193.87,364.71,334.66,240.47,247.42,289.33,212.94
"Mmp16",4.16,2.01,5.07,1.8,2.22,2.08,1.87,1.87,6.16,2.29,2.39,2.42,12.23,10.55,13.04,5.47,4.38,31.22,18.11,7.55,11.2,8.38,9.89,11.45,14.01,25.22,11.33,14.29,19.23,4.53,10.94,17.17,3.22,4.1,1.79,3.22
"Mmp1a",1.99,3.03,10.84,3.85,2.63,26.29,7,1.87,24.07,2.29,10.07,25.8,5.18,9.7,1,1,1,4.18,1,1.11,1.01,2.91,1,2.03,1,4.7,1,1,1,1,1,1,1,1,1,1
"Mmp1b",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,11.3,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Mmp2",18.1,5.04,18.52,29.03,15.96,34.6,18.22,17.29,2.24,2.29,17.24,2.42,250.99,326.38,315.49,356.19,258.95,467.17,434.71,394.39,290.94,302.74,316.01,350.31,339.27,388.54,432.32,355.1,290.32,295.67,726.11,732.45,277.34,319.27,366.6,294.95
"Mmp3",1.99,21.1,37.74,12.85,4.85,47.07,18.22,11.67,24.07,5.7,2.39,40.31,20.29,29.28,18.83,15.52,38.52,33.75,11.31,9.77,10.18,26.6,12.66,14.58,50.8,9.49,5.96,1.21,17.65,5.21,17.47,21.46,134.14,82.23,304.05,221.14
"Mmp7",4.16,2.01,1.92,1.8,2.22,2.08,1.87,9.8,2.24,2.29,12.46,2.42,5973.19,7685.78,3567.19,5529.24,2460.36,3959.81,2278.83,1646.09,5482.38,6440.5,4423.29,3081.08,6.12,1,1,1,1289.07,22.17,3.86,27.59,1,1,3.37,1
"Mmp8",2.17,2.01,8.91,30.83,2.22,2.08,3.26,9.8,3.92,2.29,2.39,2.42,9.21,2.04,3.95,1,1,1.65,1,1.11,3.09,2.91,5.26,1.05,1,1.28,1,1,3.38,1,2.77,1,1,5.14,3.37,1
"Mmp9",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,96.85,80.35,94.85,55.7,35.59,46.43,81.23,147.61,94.31,68.53,48.73,48.05,66.57,99.12,56.12,66.57,31.12,31,68.09,18.39,60.93,60.73,64.35,81.13
"Mmrn1",272.9,253.89,249.1,252.03,300.3,294.35,308.12,251.24,335.17,439.12,435.12,560.12,96.85,166.33,141.13,186.31,73.63,239.05,105.51,115.37,171.34,218.89,205.95,70.01,165.14,240.75,163.6,142.21,187.28,145.69,135.58,69.27,86.58,124.71,115.86,113.35
"Mmut",3794.34,3501.04,3594.38,3548.47,3999.07,3963.96,3732.71,3734.31,3835.62,4053.21,3818.74,3226.84,465.57,582.62,561.74,609.18,431.59,636.98,518.22,637.84,590.95,583.42,591.62,570.99,556.77,866.12,604.3,798.62,616.9,719.16,751.69,734.9,470.78,458.76,510.63,478.31
"Mob1b",659.08,508.77,566.14,559.55,544.67,579.02,631.69,616.2,733.56,608.82,592.72,470.66,416.21,699.24,721.23,684.98,388.67,681.76,843.54,1069.15,713.59,717.39,585.15,814.68,548.22,811.39,670.58,746.33,655.74,630.93,744.61,791.9,570.71,563.12,508.01,519.32
"Ms4a1",1.99,2.01,1.92,3.85,11.51,7.59,1.87,1.87,8.4,2.29,5.3,8.88,60.59,234.44,443.58,1,68.75,1,1,1.11,206.81,1,378.9,1.05,3135.2,6.06,221.82,511.96,5.76,902.4,23.46,418.02,18.71,8.29,513.79,300.23
"Ms4a2",45.96,37.15,62.72,68.6,47.06,44.99,50.02,30.39,73.31,65.33,50.67,40.31,18.27,14.81,13.04,16.43,12.18,17.7,28.79,19.77,35.52,23.87,19.13,31.32,16.64,11.54,10.43,18.95,4.97,20.14,15.84,8.59,16.58,17.73,9.68,16.69
"Ms4a4a",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,80.74,159.52,164.27,175.35,58.02,194.28,89.97,83.14,104.44,95.86,131.04,84.66,174.99,168.22,106.28,78.71,100.88,111.76,62.1,41.07,72.68,98.49,91.16,108.08
"Mtmr14",161.42,165.59,156.87,165.71,147.02,175.9,152.88,150.17,214.31,170.81,210.66,255.49,208.68,187.62,202.28,178.09,193.6,127.53,122.01,129.83,208.84,247.14,183.76,112.9,195.36,173.01,188.68,167.42,146.06,159.94,127.96,101.75,123.45,112.65,176.31,130.93
"Mtmr4",756.62,653.26,702.57,602.72,613.53,639.28,569.97,578.77,628.36,574.42,685.84,813.97,1436.73,1196.4,1432.72,1345.31,707.62,634.45,1342.69,1966.24,1339.97,1302.46,912.54,1614.77,606.71,641.02,578.32,581.99,548.73,522.35,443.63,615.99,319.02,314.02,286.7,356.46
"Mtor",402.29,304.07,433.56,368.93,366.95,340.06,364.23,361.67,467.22,562.95,351.54,378.79,311.44,298.28,293.18,360.75,293.09,382.68,409.46,452.2,351.75,309.11,363.18,439.21,328.75,326.96,396.49,349.49,264.16,259.71,348.39,378.18,215.89,239.03,214.16,210.01
"Muc5b",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.91,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Myd88",225.12,185.66,208.75,187.29,162.57,207.07,192.16,200.71,332.93,448.29,263.19,299,359.79,332.34,322.1,411.9,374.04,311.71,184.17,216.53,377.09,356.5,413.12,322.07,324.81,326.96,295.27,332.69,327.58,323.5,281.99,234.14,362.31,301.96,334.01,296.13
"Myl2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1.65,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
