"Probe Name","liver conv 1","liver conv 2","liver conv 3","liver conv 4","liver cef 1","liver cef 2","liver cef 3","liver cef 4","liver cdi 1","liver cdi 2","liver cdi 3","liver cdi 4","ileum conv 1","ileum conv 2","ileum conv 3","ileum conv 4","ileum cef 1","ileum cef 2","ileum cef 3","ileum cef 4","ileum cdi 1","ileum cdi 2","ileum cdi 3","ileum cdi 4","cecum conv 1","cecum conv 2","cecum conv 3","cecum conv 4","cecum cef 1","cecum cef 2","cecum cef 3","cecum cef 4","cecum cdi 1","cecum cdi 2","cecum cdi 3","cecum cdi 4"
"C6",6593.17,4765.38,5471.65,3746.29,2064.16,4676.69,5105.54,5888.54,2029.44,2186.54,8076.33,2934.3,70.66,87.16,85.76,84.93,46.32,68.39,41.41,69.8,75.05,65.79,64.45,43.87,19.92,23.17,12.23,32.96,23.99,10.64,19.1,9.2,24.06,27.69,14.41,11.42
"C8a",10825.27,9056.1,9994.79,8258.44,7118.03,9426.82,11681.66,10822.11,9876.37,10664.52,18666.57,11908.82,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,3.38,1,1,1,1,1,1,1
"C8b",3889.89,3288.31,3628.96,3028.74,2575.1,3400.84,3985.21,3657.57,2862.03,3168.03,5490.25,2808.58,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1.14,1,1,1,1,1
"C9",24765.71,22375.81,21733.05,16110.2,16041.73,22322.42,19301.42,21591.36,15153.9,17365.26,30574.92,18550.25,2.16,1,1,1,3.4,10.94,7.42,1.11,1.06,2.91,7.11,4.12,2.84,1,1,6.82,8.93,11.31,12.03,9.81,1,2.52,2.32,1
"CYP7B1",7891.07,6049.78,6593.79,4026.84,2990.52,6193.57,8219.66,6360.18,3430.52,3108.41,10086.92,3016.5,93.83,103.34,102.29,119.64,73.63,123.31,107.45,88.7,103.43,99.51,118.09,101.39,88.26,59.43,48.95,74.98,64.42,58.82,47.95,45.36,21.92,38.71,42.27,37.78
"Calm1",571.49,669.32,558.45,534.38,600.21,570.71,624.21,530.11,576.89,478.1,652.41,598.8,3001.27,2944.09,2493.76,2855.04,2230.17,2424.7,3315,3752.63,3773.52,3794.02,3006.42,4102.9,1158.01,1720.71,1569.88,1611.9,2034.17,1214.58,1185.47,1450.8,991.25,976.35,920.65,1084.62
"Capn5",6.15,2.01,20.44,14.64,2.22,15.9,3.26,24.77,6.16,2.29,12.46,2.42,174.43,129.73,88.24,138.81,293.09,199.35,176.4,119.82,200.73,135.05,204.11,220.62,506.17,862.02,775.38,675.37,373.55,415.12,452.89,589.64,757.73,566.26,596.84,715.56
"Card9",28.05,53.21,22.36,57.81,33.73,40.84,33.18,56.59,33.02,19.46,41.12,23.39,11.22,7.99,6.43,17.34,13.16,20.24,5.48,17.55,14.24,13.85,46.88,36.55,11.38,3.33,23.87,1,14.48,1.14,12.03,4.3,5.35,3.57,9.15,8.49
"Casp12",121.61,115.42,99.22,140.53,113.7,117.72,96.77,110.87,142.69,159.35,110.36,93.5,82.75,146.75,130.39,164.39,87.29,189.21,136.58,118.71,147.01,161.48,177.28,161.01,207.85,184.64,206.6,152.48,122.28,111.76,139.93,144.66,88.18,113.17,95.89,104.57
"Casp3",539.64,629.18,702.57,618.9,597.98,520.84,454.01,590,576.89,416.19,492.42,490,627.77,523.88,1503.79,495.01,455.98,482.37,473.55,1486.02,420.67,392.05,421.45,380.64,1105.44,2096.34,1569.88,1752.89,776.22,991.98,1088.05,1100.82,793,852.59,938.52,1024.87
"Casp4",32.03,3.03,26.21,43.42,31.51,30.45,5.13,11.67,30.78,63.03,29.18,2.42,438.37,551.97,375.81,665.8,327.23,451.11,281.28,214.31,1382.54,1348.02,1066.99,924.49,385.92,409.07,205.7,275.73,578.85,406.97,364.71,330.37,502.31,341.82,382.9,557.4
"Casp6",1224.42,986.41,1336.65,1190.79,1068.94,1254.35,1048.78,994.27,1957.82,1539.86,1356.84,1348.29,3319.62,1555.64,5638.04,1015.6,434.52,532.22,1455.34,7262.05,1063.27,1252.33,490.81,581.45,740.75,974.91,872.12,899.46,598.67,850.82,861.63,836.03,630.02,654.89,741.93,638.24
"Casp7",712.83,759.63,748.68,778.96,769.04,718.24,719.6,655.51,644.03,604.23,843.44,569.79,5895.61,4604.96,5682.66,4872.56,2997.79,2597.9,4030.7,6642.88,5158.04,5880.03,3471.62,6025.22,1234.89,2053.92,1692.6,1764.1,2077.77,1555.95,1567.01,1733.35,1738.29,1515.97,1533.57,1600.72
"Casp8",340.58,298.05,356.7,296.99,286.98,333.83,324.96,266.21,386.65,517.09,392.13,373.95,1149.62,1237.26,1083.17,1340.75,1122.15,1109.26,1145.56,1277.03,1524.44,1506.59,1503.53,1868.92,898.45,1388.18,874.8,1026.45,1319.99,789.06,805.03,784.55,1332.17,1089.62,918.55,1171.32
"Cat",97147.3,91055.48,91736.02,86860.48,91860.91,96653.93,80899.2,81902.2,90635.23,89757.13,78041.16,61718.34,7101.51,5465.61,7818.79,5361.19,4264.79,4546.14,5050.36,11646.33,5359.74,5122.72,5386.07,5161.33,2284.92,2692.29,2725.36,2880.84,3143.1,2186.42,2323,2763.07,788.73,688.45,1124.61,937
"Cbl",87.77,93.34,74.24,86.58,98.15,105.25,96.77,97.77,86.73,129.54,119.92,74.16,303.38,327.23,376.64,358.93,252.12,355.64,307.5,383.28,332.49,342.83,316.94,390.05,724.32,617.75,633.86,624.94,352.94,380.51,414.79,490.96,252.23,294.62,267.25,283.24
"Ccl19",6.15,2.01,8.91,9.25,13.73,5.51,1.87,24.77,28.54,46.98,67.38,62.07,1.01,25.87,58.49,1,8.28,1,1,1.11,37.55,1,31.16,1.05,381.98,1,95.53,94.59,2.59,143.65,2.77,132.4,3.75,5.67,68.03,46.57
"Ccl2",32.03,15.07,26.21,30.83,18.18,2.08,33.18,47.23,41.97,251.08,33.95,83.83,12.23,16.51,8.09,31.04,6.33,16.01,1.6,1.11,25.39,28.43,39.48,14.58,50.15,49.85,44.47,16.15,18.44,31.67,33.25,26.97,158.18,76.99,77.49,140.89
"Ccl4",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,2.52,1,1
"Ccn2",213.18,221.78,260.63,604.51,109.26,223.7,261.36,193.22,368.74,124.95,119.92,37.89,213.72,267.64,80.81,163.47,128.25,240.74,163.77,82.03,285.87,640.84,187.46,174.6,226.25,272.91,396.49,243.98,164.29,168.09,317.91,492.18,166.73,205.47,481.2,473.62
"Ccna2",103.69,21.1,22.36,38.02,51.5,63.7,50.02,41.62,39.73,63.03,69.77,8.88,819.18,1139.36,1066.65,1352.62,857.83,1273.16,1152.35,912.41,1009.55,993.52,993.01,1005.03,992.42,1096.7,976.92,1120.76,1136.09,782.95,879.59,755.74,2059.97,2539.62,1738.05,1854.96
"Ccr1",1.99,2.01,5.07,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,53.53,37.79,37.01,31.04,24.86,42.2,18.11,22,38.56,32.98,69.08,30.27,90.89,53.96,35.51,43.23,30.33,52.71,35.43,34.94,43.29,46.05,65.93,51.26
"Ccr2",1.99,7.05,18.52,9.25,7.07,3.44,23.83,39.75,8.4,58.45,2.39,25.8,35.4,49.71,56.84,43.83,34.62,49.81,26.85,17.55,71,35.72,81.1,45.96,182.88,77.91,115.23,81.51,52.53,126.69,122.51,145.27,123.45,142.54,138.99,103.39
"Ccr4",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1.45,1,1.6,1.11,6.13,1,8.04,1.05,22.55,1,2.37,1,1,5.89,1,2.46,2.15,1,1,3.22
"Ccr7",24.07,9.05,33.89,16.44,24.84,22.14,20.09,19.16,37.5,21.76,36.34,2.42,11.22,23.32,45.27,1.82,17.06,1,14.22,15.33,32.48,12.93,41.33,25.04,265.02,2.64,46.26,56.3,2.59,174.87,21.82,69.27,14.97,16.16,115.86,70.59
"Ccs",5416.71,4761.36,4939.4,4701.24,4712.17,4940.58,4695.94,4454.88,4813.69,5133.31,4964.92,3736.98,740.6,615.82,726.19,632.92,782.72,888.75,817.32,920.2,657.85,621.7,846.88,816.77,774.92,1370.39,1308.33,1249.61,732.63,870.5,794.14,900.39,564.83,523.79,530.08,528.69
"Cd14",189.29,143.52,135.73,124.35,95.93,146.81,171.59,125.84,149.4,209.8,170.06,166.03,112.97,120.36,61.8,98.63,110.69,97.12,108.42,126.49,110.53,112.27,117.17,105.57,110.6,144.28,117.92,133.8,121.49,100.9,104.55,92.56,230.32,183.44,210.48,187.16
"Cd163",51.94,51.2,41.58,56.01,24.84,51.23,38.79,17.29,62.11,19.46,100.81,54.82,3.16,13.1,8.91,11.86,1,22.77,1,1.11,1.06,11.11,19.13,3.08,15.98,46.43,22.97,13.35,18.44,7.24,40.87,11.04,22.45,14.06,14.41,16.11
"Cd180",63.88,91.34,55.03,104.56,80.38,61.62,50.02,109,82.26,40.1,129.47,13.72,59.58,130.58,207.24,42.92,40.47,42.2,32.67,49.79,136.88,34.81,159.71,24,1444.5,43.01,152.85,231.84,23.2,368.29,56.66,255.59,44.36,31.36,198.39,114.52
"Cd19",57.91,71.27,87.69,79.39,60.38,82.4,87.42,69.69,73.31,99.72,76.93,54.82,35.4,88.02,173.36,1,28.76,1,5.48,6.43,76.06,4.73,193.93,6.22,1426.76,3.33,135.84,216.9,1,407.65,10.94,207.17,14.44,4.1,244.65,142.06
"Cd209e",47.95,51.2,39.66,72.19,71.49,67.85,64.98,41.62,46.45,69.91,62.61,52.4,49.5,27.57,42.79,38.35,31.69,43.89,51.12,50.9,34.51,42.1,33.01,33.41,26.49,27.96,27.45,30.16,20.82,22.85,22.37,23.3,19.25,21.4,17.56,24.31
"Cd244a",22.08,51.2,33.89,34.43,13.73,13.83,35.05,7.93,37.5,26.34,45.89,13.72,73.68,89.72,107.25,117.81,39.49,88.67,80.26,87.58,73.02,95.86,73.7,70.01,84.32,34.8,30.14,36.69,25.57,40.5,26.72,27.59,14.97,17.73,22.82,26.65
"Cd34",55.92,39.16,51.19,56.01,40.39,28.37,57.5,75.31,35.26,37.81,69.77,37.89,401.1,443.86,403.91,475.83,374.04,538.98,238.55,152.06,389.25,381.11,524.1,191.34,448.35,740.23,694.76,426.06,527.33,380.51,457.78,292.37,322.23,386.39,511.16,295.54
"Cd36",1089.06,1104.81,837.07,1099.07,1453.25,1142.14,811.24,962.45,1794.44,1393.09,967.61,968.71,972.31,1129.14,1804.58,786.36,475.48,932.68,456.07,1582.73,1103.81,587.07,1381.45,166.23,249.9,344.75,222.72,249.59,514.64,158.58,232.46,112.17,132.53,209.14,166.85,131.51
"Cd3d",1.99,13.07,3.15,12.85,13.73,2.08,18.22,2.32,12.88,19.46,2.39,6.46,35.4,33.53,112.21,69.4,19.01,16.01,11.31,14.22,53.77,15.67,39.48,11.45,226.25,25.91,65.97,53.5,19.23,138.9,33.25,54.56,10.7,27.69,59.62,30.75
"Cd3e",1.99,2.01,1.92,1.8,11.51,2.08,1.87,1.87,8.4,3.41,2.39,2.42,49.5,48.86,124.6,74.88,28.76,12.63,12.28,28.67,38.56,25.69,41.33,27.13,167.77,15.64,53.43,57.24,7.34,94.11,22.37,33.72,13.9,15.63,42.8,30.17
"Cd3g",4.16,2.01,3.15,14.64,2.22,7.59,1.87,6.06,8.4,10.29,12.46,8.88,95.85,81.21,198.97,138.81,37.54,18.55,15.19,62.02,86.2,37.54,60.75,58.51,256.47,42.33,83.88,74.04,43.01,166.05,41.42,58.23,16.58,31.89,73.81,53.02
"Cd4",10.13,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,21.3,22.47,37.84,23.74,18.03,17.7,19.08,1.11,24.37,15.67,13.58,14.58,142.8,27.96,33.72,38.56,14.48,62.89,10.94,33.1,7.49,9.86,30.18,21.97
"Cd44",1.99,2.01,3.15,1.8,2.22,2.08,1.87,4.19,2.24,2.29,2.39,2.42,10.22,11.4,12.22,10.04,13.16,16.86,12.28,1.99,4.1,7.47,12.66,1.05,26.49,21.12,15.81,10.55,20.82,9.96,15.29,2.46,11.77,11.44,9.68,10.25
"Cd6",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,2.89,5.61,1,3.4,1,1,1.11,1.06,1,1.56,1.05,36.35,1,2.37,6.82,1,17.42,1.14,1.84,4.29,1.47,8.1,1
"Cd68",268.92,193.69,310.59,230.45,220.33,217.46,203.38,320.49,276.98,221.26,416.01,311.09,188.53,209.75,213.02,161.65,141.91,200.19,184.17,178.74,156.14,153.28,203.18,143.23,313.64,203.8,235.26,170.22,123.86,170.8,192.73,144.66,218.03,212.29,195.76,195.95
"Cd84",201.23,187.67,245.26,219.66,233.66,138.5,214.61,221.29,223.26,212.09,220.21,209.55,58.57,116.96,217.15,86.76,41.44,77.69,43.36,55.35,109.51,63.06,155.09,52.23,619.19,92.28,137.63,144.07,49.35,276.67,87.14,158.14,63.07,65.98,172.11,110.42
"Cd86",1.99,2.01,1.92,1.8,2.22,2.08,16.35,7.93,10.64,2.29,2.39,2.42,1.01,16.51,22.13,3.64,1.45,8.41,7.42,5.32,9.17,7.47,15.43,1.05,122.43,10.17,27.45,19.89,1,35.75,15.29,29.43,3.75,9.86,26.5,14.94
"Cd8a",28.05,9.05,1.92,5.65,27.06,26.29,40.66,17.29,15.11,17.17,17.24,2.42,12.23,18.21,37.01,27.39,2.43,1,8.4,13.1,15.25,5.64,3.41,7.26,31.75,3.33,14.02,1,5.76,20.82,9.31,7.36,3.22,3.57,6.53,8.49
"Cd8b1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,14.01,1,1,1,1,9.28,1,4.91,1,1,3.37,1
"Cdh2",3981.46,3495.02,3880.68,3469.34,3990.19,3907.86,3483.96,3698.75,4334.73,3984.41,4069.47,2777.15,41.45,49.71,43.62,68.49,47.3,99.65,57.92,30.89,73.02,61.23,64.45,38.64,128.34,90.91,174.35,93.65,81.85,39.82,63.73,78.46,19.78,47.62,31.76,29.58
"Cdh5",251,205.73,187.61,178.3,175.9,215.38,210.86,238.14,241.17,230.44,265.58,204.71,50.51,65.03,65.1,51.14,58.02,88.67,84.14,87.58,102.42,60.32,90.35,43.87,96.14,67.64,87.47,60.97,58.87,80.54,133.4,148.95,80.7,85.9,115.34,66.49
"Cdk4",346.55,288.01,375.92,280.81,335.85,379.54,336.18,344.82,391.12,331.34,439.89,393.29,675.12,652.42,643.55,627.44,617.89,670.78,670.69,611.16,597.03,566.11,611.97,567.85,615.9,582.17,624.9,575.46,520.99,527.1,547.59,505.67,579.79,666.42,603.68,674.56
"Cdkn1a",370.44,376.31,128.05,138.73,338.07,192.53,106.13,367.28,95.69,102.02,96.04,216.8,2657.74,2385.65,2102.89,2497.01,3122.63,1752.19,1851.55,2426.46,2183.25,2019.67,2493.12,3047.62,1872.27,2950.93,2581.15,2925.66,2608.05,1836.91,1873.98,2236.56,2174.86,1340.29,2100.24,1971.53
"Cdkn2c",318.68,275.97,295.21,304.18,269.2,281.88,250.14,305.52,388.88,363.44,420.79,335.27,330.58,360.43,310.53,408.24,427.69,431.68,240.49,210.97,385.2,297.27,390.93,196.57,314.96,370.07,346.33,313.08,354.53,223.06,285.25,248.85,281.08,342.34,355.04,327.17
"Cdon",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,84.76,102.49,58.49,92.24,87.29,139.36,88.03,47.56,82.15,89.49,129.19,107.67,81.03,74.49,116.13,86.18,77.1,52.03,63.19,66.2,31,51.29,34.91,31.93
"Ceacam3",1.99,3.03,14.68,5.65,4.85,26.29,8.87,1.87,15.11,2.29,10.07,2.42,4.17,1,1,1,1,1,1,1.11,1.01,2,1,1.05,1,3.33,1,1,2.59,1,1,3.07,1,1.47,1,1
"Cebpa",7475.03,7595.09,8179,7073.31,8124.36,8132.28,8545.1,8651.04,9314.59,6550.51,7742.02,7948.62,935.03,922.28,780.73,914.23,1170.92,1145.59,951.34,957.99,1003.47,855.91,1231.62,1017.58,527.85,731.33,730.59,639.88,845.98,644.51,628.69,709.16,537.04,467.15,464.9,470.7
"Cfh",734.72,516.8,510.42,478.63,302.53,491.75,633.56,546.95,366.5,702.84,1371.16,2462.85,4.17,8.85,8.91,1,7.31,5.87,1.6,1.99,9.17,6.56,16.36,14.58,1,9.49,6.85,4.95,4.97,1.14,10.39,1,6.42,3.05,4.95,2.64
"Cfhr1",5189.77,4675.07,5045.09,4489.03,5074.27,5468.38,4630.48,5115.56,5247.89,4867.3,5050.88,4177,1.01,1,2.3,1,4.38,1.65,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,2.77,1,1.61,1,1.79,1
"Cfhr2",69600.85,64281.61,67047.05,62781.9,68873.01,70380.66,70258.83,69255.71,71445.4,80657.7,84908.7,81681.31,271.14,371.5,374.99,430.16,264.8,528.84,175.43,180.96,404.46,347.39,562.02,224.8,548.88,633.49,559.51,530.64,387.82,333,431.66,250.69,292.31,361.22,338.22,267.42
"Cfi",18230.44,17316.45,17444.33,16077.82,18683.07,19380.08,18676.73,17881.83,20207.63,21387.54,22549.26,20677.83,76.71,61.63,55.19,34.7,20.96,24.46,25.88,73.13,46.67,63.97,31.16,26.09,10.72,4.01,20.29,4.01,16.06,9.28,12.57,7.36,9.1,1.47,7.58,7.32
"Cflar",1966.93,1781.13,2034.14,1789.65,1875.34,1817.46,1766.99,1716.71,1964.54,2023.72,1832.02,2293.61,1123.42,1270.46,1265.8,1357.19,932.93,1068.7,1174.69,1359.29,1408.89,1386.3,1207.57,1362.71,982.56,996.81,871.22,989.1,944.27,842.68,840.95,924.29,736.36,690.02,833.92,740.75
"Cftr",1.99,2.01,1.92,1.8,2.22,3.44,1.87,1.87,3.92,2.29,2.39,2.42,659,1147.02,940.21,1299.65,843.2,1837.52,933.86,1075.82,873.73,1081.92,1888.27,1041.63,1054.19,2050.5,1176.66,1665.12,1152.73,1365.24,1405.36,1437.31,1299.04,1051.87,1238.15,1174.84
"Chil1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1.84,31.54,41.85,14.41,7.91
"Chmp4b",780.51,874.02,827.46,823.92,880.11,855.38,770.1,838.93,729.08,803.74,838.67,893.76,1862.88,1771.02,1705.42,1822.98,2142.39,1655.88,2019.55,2154.11,1965.34,2046.1,1974.28,2572.79,1328.85,2119.61,1594.07,1360.72,1794,1643.5,1653,2016.52,1927.98,1547.96,1797.98,1853.2
"Chuk",4212.37,3501.04,3753.86,3647.38,3710.28,3901.62,3641.07,3736.18,4950.22,4440.76,3653.98,3429.93,1890.08,2048.54,2616.06,2250.42,1667.38,1695.59,1796.2,3048.97,1955.2,2093.49,1867.92,2172.22,1804.59,2872.93,1950.56,2188.94,2074.6,1887.81,1859.28,1969.94,1514.39,1380.67,1549.87,1636.45
"Ciita",77.81,87.32,78.09,48.81,38.17,53.31,57.5,52.85,71.07,99.72,91.26,81.41,100.88,115.26,232.03,99.54,68.75,56.56,86.08,107.59,132.82,65.79,149.54,84.66,691.47,41.64,122.4,147.81,28.75,196.59,58.83,127.49,35.28,32.41,124.8,81.13
"Ckap4",89.76,91.34,95.38,73.99,93.71,72.01,109.87,120.23,88.97,124.95,131.86,71.74,187.52,270.19,157.66,219.19,266.75,217.09,332.74,210.97,211.88,192.47,211.5,268.73,270.27,242.8,288.11,217.84,233.25,187.77,292.87,376.34,276.28,319.79,303.52,261.56
"Cnot10",521.73,476.66,552.69,503.81,553.55,552.01,583.06,571.29,433.65,556.07,492.42,596.38,676.13,627.73,591.49,694.11,501.82,665.71,661.95,680.08,636.56,685.49,650.81,741.47,611.3,597.23,589.97,640.82,513.06,468.05,492.62,510.57,410.93,445.12,396.57,433.2
"Col10a1",34.02,49.19,51.19,47.02,33.73,36.68,31.31,7.93,57.64,49.27,57.83,18.55,18.27,13.95,8.09,12.78,15.11,13.48,21.99,19.77,18.29,18.4,12.66,13.54,8.09,8.8,14.91,1,8.93,5.21,3.86,9.2,5.89,4.1,3.37,6.74
"Col14a1",860.14,548.91,719.86,703.43,729.05,757.72,771.97,910.05,946.18,982.61,958.06,642.32,233.86,245.5,275.83,273.07,140.93,312.56,156,197.63,273.71,309.11,310.46,173.56,220.33,346.12,383.05,157.15,224.53,132.12,314.64,176.53,111.69,188.69,153.18,85.23
"Col16a1",16.1,17.08,31.97,20.04,24.84,9.67,40.66,28.52,12.88,12.58,36.34,2.42,60.59,87.16,70.06,90.41,55.1,116.55,85.11,55.35,92.28,91.31,106.07,76.29,169.08,150.43,287.21,181.42,105.63,152.48,318.45,259.89,95.66,127.33,207.85,140.3
"Col1a1",119.62,55.21,103.07,93.77,140.36,74.09,59.37,415.94,84.5,74.5,88.87,69.32,846.38,1026.99,841.88,1030.22,1166.04,2070.71,1843.78,1860.64,1462.61,1403.61,1554.39,1672.29,1665.94,1666.65,3340.72,1952.71,1142.43,2567.83,6984.67,7143.02,1963.79,2885.73,3065.35,2439.59
"Col1a2",181.33,163.58,129.97,100.97,195.9,165.51,108,348.56,142.69,147.88,184.39,98.33,703.33,791.18,660.08,716.95,847.1,1862.03,1916.61,2331.97,1194.02,1097.41,1317.63,2110.51,1528.61,1694.71,2800.6,1944.31,948.23,2083.95,6311.95,8056.28,1680.57,2176.73,2398.81,1983.84
"Col3a1",529.69,314.1,493.12,435.47,577.99,398.24,412.86,1147.74,386.65,517.09,676.29,311.09,2207.42,2789.16,2213.63,2563.69,2758.82,4707.51,2193.38,2194.13,3283.98,3343.82,3666.76,2322.83,3849.46,4644.36,5053.33,3647.43,3185.11,3931.26,8835.73,3719.84,3613.36,5399.75,5499.16,4113.25
"Col4a1",382.38,338.18,414.34,343.75,353.62,425.25,371.71,421.56,393.36,420.77,463.77,494.84,484.71,553.67,482.41,443.86,499.87,881.15,1452.43,1220.34,879.82,640.84,726.65,975.74,550.85,556.86,1047.68,659.49,452.82,752.41,1848.39,2607.38,743.31,923.39,1063.63,802.85
"Col4a2",181.33,159.57,156.87,131.54,135.92,150.97,147.27,211.94,205.36,200.63,263.19,202.3,302.37,351.92,295.66,348.88,384.77,637.83,420.14,535.57,485.54,383.84,506.53,541.7,487.11,448.07,779.86,527.84,295.08,459.23,1090.77,1182.95,512.46,524.31,745.61,458.39
"Col5a1",149.48,123.45,128.05,129.74,171.46,126.03,122.96,181.99,167.31,166.23,165.29,115.26,289.27,418.32,323.75,431.08,352.59,696.12,626.02,492.22,526.08,457.66,497.28,529.15,526.54,626.65,880.18,539.98,390.99,385.94,1235,902.84,331.31,499.14,573.19,471.28
"Col5a3",10.13,7.05,3.15,5.65,2.22,3.44,16.35,11.67,3.92,8,29.18,13.72,8.2,36.94,21.31,15.52,40.47,60.79,125.9,59.79,47.68,27.52,72.78,58.51,28.46,25.91,68.66,41.36,31.92,22.85,70.26,85.2,10.7,25.07,17.04,24.31
"Col6a3",77.81,77.29,62.72,57.81,64.83,103.18,51.89,146.43,75.54,76.79,122.3,30.64,456.51,698.39,544.39,648.45,491.09,1064.48,893.07,711.21,622.37,656.33,681.33,796.9,552.82,696.44,1005.58,567.05,574.09,364.9,1097.3,829.9,308.87,443.03,465.95,426.76
"Col6a5",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,59.58,80.35,73.37,90.41,25.84,63.32,37.53,53.12,73.02,84.02,54.28,47.01,223.62,137.43,169.87,175.82,18.44,105.65,178.57,75.4,95.13,139.39,120.59,67.66
"Col7a1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,5.3,18.55,1.01,1,1,1,1,1,1,1.11,1.01,1,1,3.08,1,1,1,1,1,1,1,1,1,1,1,1
"Cox4i2",1.99,11.06,1.92,1.8,2.63,2.08,5.13,1.87,2.24,8,2.39,2.42,37.42,30.98,57.67,20.08,24.86,40.51,28.79,44.23,39.58,27.52,13.58,29.23,29.12,23.85,46.26,40.43,17.65,12.67,29.44,35.56,21.92,16.68,22.3,15.52
"Cox6a1",23857.98,23933.15,24157.94,22379.37,26051.72,23571.25,23169.29,22544.01,27215.25,25496.96,23179.66,20796.29,24565.29,19590.21,23097.25,19639.16,21600.02,16492.42,15219.75,22137.91,17313.64,18754.3,17373.11,16607.37,18129.42,32665.02,27657.71,26980.42,22361.1,27760.42,25187.78,26570.25,23757.67,18338.51,21056.64,23090.47
"Cox6b1",6077.6,5887.23,6038.49,5494.32,6818.13,6110.46,6184.73,5716.35,6543.77,6412.92,5762.47,4982.1,6404.37,5373.67,6104.1,4960.24,5911.21,5064.88,4715.33,6486.14,5027.29,4892.16,4925.49,4886.26,4254.23,7163.64,6018.02,5920.13,5619.36,6313.36,5999,6580.36,5312.62,4570.13,5068.65,5244.44
"Cox7b",10.13,13.07,12.76,23.64,15.96,17.98,27.57,11.67,19.59,17.17,5.3,2.42,21.3,54.82,35.36,52.96,17.06,55.72,41.41,53.12,37.55,42.1,41.33,33.41,38.32,49.17,31.93,31.09,27.16,55.43,34.89,34.94,19.25,36.08,23.87,31.34
"Cox7c",18308.08,17194.03,18245.58,16593.96,19573.88,18393.07,18022.11,17202.43,19827.14,19853.39,16505.54,14795.55,13147.09,11442.52,12574.46,10701.39,11247.45,10913.83,11114.9,14985.67,10947.49,11436.37,10453.35,10494.24,9944.66,16267.8,13677.32,14243.4,12463.17,14280.85,13666.13,14882.41,11655.48,10775.47,10738.96,12088.42
"Cpa3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,4.17,2.89,4.78,1.82,1,1,1,1.11,1.01,1,22.83,1.05,10.72,6.06,8.64,1.21,1,36.43,33.8,17.17,53.98,23.5,13.36,38.96
"Cpb2",14551.75,13836.5,13574.49,12768.79,14477.8,15026.83,14547.02,14234.05,14068.41,16172.79,23358.75,21852.83,39.43,25.02,27.92,36.52,33.64,16.86,21.99,48.68,36.54,24.78,36.71,34.45,7.44,8.8,13.12,19.89,29.54,13.35,32.17,19.01,11.77,11.44,7.05,13.77
"Cpn1",4218.34,3898.4,3907.58,3978.29,4358.95,3924.48,3786.95,3981.36,4556.3,4170.16,4487.34,4063.37,43.46,26.72,41.97,28.3,428.66,89.51,51.12,39.78,38.56,25.69,131.04,63.74,458.86,1178.13,697.45,627.75,864.21,644.51,468.67,717.74,719.79,309.3,502.22,724.94
"Cpt1a",3173.26,2246.73,2929.55,2453.26,2630.64,2929.15,2621.73,2538.35,3085.84,5325.94,2925.67,3814.34,1134.51,1041.46,1014.59,1264.94,1442.07,1655.88,985.33,1065.82,943.67,831.3,1681.1,1475.67,1651.48,2326.24,2193.3,2322.47,1413.52,1393.75,1648.65,1619.35,840.03,887.73,1067.31,1005.54
"Creb1",107.67,83.31,60.79,77.59,55.94,92.79,106.13,71.57,97.93,118.07,55.44,49.98,67.64,202.94,186.58,152.51,108.74,203.57,206.5,184.3,180.46,160.57,181.91,204.93,245.3,192.86,149.27,217.84,157.95,156.55,144.83,171.62,136.27,127.86,142.67,136.79
"Creb3",207.21,284,237.57,228.65,222.55,283.96,208.99,264.34,265.79,296.94,279.9,441.65,338.64,278.7,330.36,310.52,254.07,213.71,351.19,508.89,318.3,323.7,269.77,362.86,234.79,298.91,294.38,247.72,240.39,258.35,289.61,342.63,241.54,229.07,236.24,239.89
